Mod:Item:MetaData, Localized Name
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:1, Neutral Shot
xreliquary:destruction_catalyst, item.destruction_catalyst.name
xreliquary:emperor_chalice, item.emperor_chalice.name
xreliquary:ender_staff, item.ender_staff.name
xreliquary:fertile_potion, item.fertile_potion.name
xreliquary:fortune_coin, item.fortune_coin.name
xreliquary:glacial_staff, item.glacial_staff.name
xreliquary:glowing_bread, item.glowing_bread.name
xreliquary:glowing_water, item.glowing_water.name
xreliquary:gun_part:0, Grip Assembly
xreliquary:gun_part:1, Barrel Assembly
xreliquary:gun_part:2, Hammer Assembly
xreliquary:handgun, item.handgun.name
xreliquary:harvest_rod, item.harvest_rod.name
xreliquary:mob_charm_fragment:0, §aZombie Charm Fragment
xreliquary:mob_charm_fragment:1, §aSkeleton Charm Fragment
xreliquary:mob_charm_fragment:2, §aWither Skeleton Charm Fragment
xreliquary:mob_charm_fragment:3, §aCreeper Charm Fragment
xreliquary:mob_charm_fragment:4, §aWitch Charm Fragment
xreliquary:mob_charm_fragment:5, §aZombie Pigman Charm Fragment
xreliquary:mob_charm_fragment:6, §aCave Spider Charm Fragment
xreliquary:mob_charm_fragment:7, §aSpider Charm Fragment
xreliquary:mob_charm_fragment:8, §aEnderman Charm Fragment
xreliquary:mob_charm_fragment:9, §aGhast Charm Fragment
xreliquary:mob_charm_fragment:10, §aSlime Charm Fragment
xreliquary:mob_charm_fragment:11, §aMagma Cube Charm Fragment
xreliquary:mob_charm_fragment:12, §aBlaze Charm Fragment
xreliquary:mob_charm_fragment:13, §aGuardian Charm Fragment
xreliquary:heart_zhu:0, §cZombie Nian Zhu
xreliquary:heart_zhu:1, §fSkeleton Nian Zhu
xreliquary:heart_zhu:2, §8Wither Skeleton Nian Zhu
xreliquary:heart_zhu:3, §aCreeper Nian Zhu
xreliquary:heart_zhu:4, §aWitch Nian Zhu
xreliquary:heart_zhu:5, §aZombie Pigman Nian Zhu
xreliquary:heart_zhu:6, §aCave Spider Nian Zhu
xreliquary:heart_zhu:7, §aSpider Nian Zhu
xreliquary:heart_zhu:8, §aEnderman Nian Zhu
xreliquary:heart_zhu:9, §aGhast Nian Zhu
xreliquary:heart_zhu:10, §aSlime Nian Zhu
xreliquary:heart_zhu:11, §aMagma Cube Nian Zhu
xreliquary:heart_zhu:12, §aBlaze Nian Zhu
xreliquary:hero_medallion, item.hero_medallion.name
xreliquary:holy_hand_grenade, item.holy_hand_grenade.name
xreliquary:ice_magus_rod, item.ice_magus_rod.name
xreliquary:infernal_chalice, item.infernal_chalice.name
xreliquary:infernal_claws, item.infernal_claws.name
xreliquary:infernal_tear, item.infernal_tear.name
xreliquary:kraken_shell, item.kraken_shell.name
xreliquary:lantern_of_paranoia, item.lantern_of_paranoia.name
xreliquary:magazine:0, Empty Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:2, Exorcism Magazine
xreliquary:magazine:3, Blaze Magazine
xreliquary:magazine:4, Ender Magazine
xreliquary:magazine:5, Concussive Magazine
xreliquary:magazine:6, Buster Magazine
xreliquary:magazine:7, Seeker Magazine
xreliquary:magazine:8, Sand Magazine
xreliquary:magazine:9, Storm Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magicbane, item.magicbane.name
xreliquary:midas_touchstone, item.midas_touchstone.name
xreliquary:mob_charm:0, §aZombie Charm
xreliquary:mob_charm:0, §aSkeleton Charm
xreliquary:mob_charm:0, §aWither Skeleton Charm
xreliquary:mob_charm:0, §aCreeper Charm
xreliquary:mob_charm:0, §aWitch Charm
xreliquary:mob_charm:0, §aZombie Pigman Charm
xreliquary:mob_charm:0, §aCave Spider Charm
xreliquary:mob_charm:0, §aSpider Charm
xreliquary:mob_charm:0, §aEnderman Charm
xreliquary:mob_charm:0, §aGhast Charm
xreliquary:mob_charm:0, §aSlime Charm
xreliquary:mob_charm:0, §aMagma Cube Charm
xreliquary:mob_charm:0, §aBlaze Charm
xreliquary:mob_charm:0, §aGuardian Charm
xreliquary:mob_charm_belt, item.mob_charm_belt.name
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:phoenix_down, item.phoenix_down.name
xreliquary:pyromancer_staff, item.pyromancer_staff.name
xreliquary:rending_gale, item.rending_gale.name
xreliquary:rod_of_lyssa, item.rod_of_lyssa.name
xreliquary:salamander_eye, item.salamander_eye.name
xreliquary:serpent_staff, item.serpent_staff.name
xreliquary:shears_of_winter, item.shears_of_winter.name
xreliquary:sojourner_staff, item.sojourner_staff.name
xreliquary:tipped_arrow, Tipped Arrow
xreliquary:twilight_cloak, item.twilight_cloak.name
xreliquary:void_tear_empty, item.void_tear_empty.name
xreliquary:void_tear, item.void_tear.name
xreliquary:witch_hat, item.witch_hat.name
xreliquary:witherless_rose, item.witherless_rose.name
xreliquary:potion:0, Condensed Potion Vial
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
rftools:smartwrench, Smart Wrench
rftools:rftools_manual, RFTools Manual
rftools:dimensional_shard, Dimensional Shard
rftools:shard_wand, Shard Wand
rftools:infused_diamond, Infused Diamond
rftools:syringe, Syringe
rftools:peace_essence, Peace Essence
rftools:developers_delight, Developers Delight
rftools:network_monitor, RF Network Monitor
rftools:machine_frame, Machine Frame
rftools:machine_base, Machine Base
rftools:dimensional_shard_ore, Dimensional Shard Ore
rftools:coalgenerator, Coal Generator
rftools:crafter1, Crafter Tier 1
rftools:crafter2, Crafter Tier 2
rftools:crafter3, Crafter Tier 3
rftools:modular_storage, Modular Storage
rftools:remote_storage, Remote Storage
rftools:storage_terminal, Storage Terminal
rftools:level_emitter, Level Emitter
rftools:storage_module_tablet, Storage Module Tablet
rftools:storage_module:0, Storage Module Tier 1
rftools:storage_module:1, Storage Module Tier 2
rftools:storage_module:2, Storage Module Tier 3
rftools:storage_module:6, Remote Storage Module
rftools:oredict_module, Ore Dictionary Storage Module
rftools:generic_module, Generic Storage Module
rftools:filter_module, Storage Filter Module
rftools:matter_transmitter, Matter Transmitter
rftools:matter_receiver, Matter Receiver
rftools:dialing_device, Dialing Device
rftools:simple_dialer, Simple Dialer
rftools:destination_analyzer, Destination Analyzer
rftools:matter_booster, Matter Booster
rftools:teleport_probe, Teleporter Probe
rftools:charged_porter, Charged Porter
rftools:advanced_charged_porter, Advanced Charged Porter
rftools:screen, Screen
rftools:creative_screen, Creative Screen
rftools:screen_hitblock, Screen
rftools:screen_controller, Screen Controller
rftools:text_module, Text Module
rftools:inventory_module, Inventory Module
rftools:inventoryplus_module, Inventory Plus Module
rftools:energy_module, Energy Module
rftools:energyplus_module, Energy Plus Module
rftools:clock_module, Clock Module
rftools:fluid_module, Fluid Module
rftools:fluidplus_module, Fluid Plus Module
rftools:machineinformation_module, Machine Information Module
rftools:button_module, Button Module
rftools:elevator_button_module, Elevator Button Module
rftools:redstone_module, Redstone Module
rftools:counter_module, Counter Module
rftools:counterplus_module, Counter Plus Module
rftools:storage_control_module, Storage Control Module
rftools:dump_module, Dump Module
rftools:sequencer_block, Sequencer
rftools:timer_block, Timer
rftools:counter_block, Counter
rftools:redstone_transmitter_block, Redstone Transmitter
rftools:redstone_receiver_block, Redstone Receiver
rftools:logic_block, Logic Gate
rftools:invchecker_block, Inventory Checker
rftools:sensor_block, Sensor
rftools:wire_block, Wire
rftools:machine_infuser, Machine Infuser
rftools:space_chamber, Space Chamber Corner Block
rftools:space_chamber_controller, Space Chamber Controller Block
rftools:builder, Builder Block
rftools:support_block, Support Block
rftools:space_chamber_card, Space Chamber Card
rftools:shape_card:0, Shape Card
rftools:shape_card:1, Shape Card (Void)
rftools:shape_card:2, Shape Card (Quarry)
rftools:shape_card:3, Shape Card (Silk Quarry)
rftools:shape_card:4, Shape Card (Fortune Quarry)
rftools:shape_card:5, Shape Card (Clearing Quarry)
rftools:shape_card:6, Shape Card (Clearing Silk Quarry)
rftools:shape_card:7, Shape Card (Clearing Fortune Quarry)
rftools:shape_card:8, Shape Card (Pump)
rftools:shape_card:9, Shape Card (Clearing Pump)
rftools:powercell, Powercell
rftools:powercell_advanced, Advanced Powercell
rftools:powercell_creative, Creative Powercell
rftools:powercell_simple, Simple Powercell
rftools:powercell_card, Powercell Card
rftools:relay, Power Relay
rftools:rf_monitor, RF Monitor
rftools:liquid_monitor, Liquid Monitor
rftools:shield_block1, Shield Projector Tier 1
rftools:shield_block2, Shield Projector Tier 2
rftools:shield_block3, Shield Projector Tier 3
